subject,region,grade_class,year,grade,degree_type
建筑学、工程、城市规划,B类,单科=100分,2011,38,专硕
建筑学、工程、城市规划,B类,单科>100分,2011,57,专硕
建筑学、工程、城市规划,B类,总分,2012,280,专硕
建筑学、工程、城市规划,B类,单科=100分,2012,35,专硕
建筑学、工程、城市规划,B类,单科>100分,2012,53,专硕
建筑学、工程、城市规划,B类,总分,2013,285,专硕
建筑学、工程、城市规划,B类,单科=100分,2013,37,专硕
建筑学、工程、城市规划,B类,单科>100分,2013,56,专硕
建筑学、工程、城市规划,B类,总分,2014,275,专硕
建筑学、工程、城市规划,B类,单科=100分,2014,35,专硕
建筑学、工程、城市规划,B类,单科>100分,2014,53,专硕
建筑学、工程、城市规划,B类,总分,2015,270,专硕
建筑学、工程、城市规划,B类,单科=100分,2015,35,专硕
建筑学、工程、城市规划,B类,单科>100分,2015,53,专硕
建筑学、工程、城市规划,B类,总分,2016,255,专硕
建筑学、工程、城市规划,B类,单科=100分,2016,33,专硕
建筑学、工程、城市规划,B类,单科>100分,2016,50,专硕
建筑学、工程、城市规划,B类,总分,2017,255,专硕
建筑学、工程、城市规划,B类,单科=100分,2017,32,专硕
建筑学、工程、城市规划,B类,单科>100分,2017,48,专硕
建筑学、工程、城市规划,B类,总分,2018,250,专硕
建筑学、工程、城市规划,B类,单科=100分,2018,31,专硕
建筑学、工程、城市规划,B类,单科>100分,2018,47,专硕
建筑学、工程、城市规划,B类,总分,2019,260,专硕
建筑学、工程、城市规划,B类,单科=100分,2019,36,专硕
建筑学、工程、城市规划,B类,单科>100分,2019,54,专硕
农业、兽医、风景园林、林业,A类,总分,2010,260,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2010,32,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2010,48,专硕
农业、兽医、风景园林、林业,A类,总分,2011,260,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2011,35,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2011,53,专硕
农业、兽医、风景园林、林业,A类,总分,2012,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2012,33,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2012,50,专硕
农业、兽医、风景园林、林业,A类,总分,2013,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2013,33,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2013,50,专硕
农业、兽医、风景园林、林业,A类,总分,2014,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2014,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2014,51,专硕
农业、兽医、风景园林、林业,A类,总分,2015,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2015,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2015,51,专硕
农业、兽医、风景园林、林业,A类,总分,2016,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2016,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2016,51,专硕
农业、兽医、风景园林、林业,A类,总分,2017,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2017,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2017,51,专硕
农业、兽医、风景园林、林业,A类,总分,2018,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2018,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2018,51,专硕
农业、兽医、风景园林、林业,A类,总分,2019,255,专硕
农业、兽医、风景园林、林业,A类,单科=100分,2019,34,专硕
农业、兽医、风景园林、林业,A类,单科>100分,2019,51,专硕
农业、兽医、风景园林、林业,B类,总分,2010,250,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2010,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2010,47,专硕
农业、兽医、风景园林、林业,B类,总分,2011,250,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2011,33,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2011,50,专硕
农业、兽医、风景园林、林业,B类,总分,2012,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2012,30,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2012,45,专硕
农业、兽医、风景园林、林业,B类,总分,2013,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2013,30,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2013,45,专硕
农业、兽医、风景园林、林业,B类,总分,2014,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2014,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2014,47,专硕
农业、兽医、风景园林、林业,B类,总分,2015,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2015,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2015,47,专硕
农业、兽医、风景园林、林业,B类,总分,2016,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2016,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2016,47,专硕
农业、兽医、风景园林、林业,B类,总分,2017,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2017,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2017,47,专硕
农业、兽医、风景园林、林业,B类,总分,2018,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2018,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2018,47,专硕
农业、兽医、风景园林、林业,B类,总分,2019,245,专硕
农业、兽医、风景园林、林业,B类,单科=100分,2019,31,专硕
农业、兽医、风景园林、林业,B类,单科>100分,2019,47,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2010,280,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2010,37,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2010,111,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2011,300,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2011,40,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2011,120,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2012,295,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2012,38,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2012,114,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2013,290,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2013,38,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2013,114,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2014,285,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2014,38,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2014,114,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2015,285,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2015,39,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2015,117,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2016,295,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2016,41,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2016,123,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2017,295,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2017,40,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2017,120,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2018,300,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2018,40,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2018,120,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,总分,2019,305,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科=100分,2019,43,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,A类,单科>100分,2019,129,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2010,270,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2010,34,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2010,102,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2011,290,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2011,38,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2011,114,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2012,285,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2012,35,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2012,105,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2013,280,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2013,35,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2013,105,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2014,275,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2014,35,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2014,105,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2015,275,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2015,36,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2015,108,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2016,285,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2016,38,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2016,114,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2017,285,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2017,37,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2017,111,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2018,290,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2018,37,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2018,111,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,总分,2019,295,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科=100分,2019,40,专硕
临床医学、口腔医学、公共卫生、护理、药学、中药学,B类,单科>100分,2019,120,专硕
中医,A类,总分,2016,295,专硕
中医,A类,单科=100分,2016,40,专硕
中医,A类,单科>100分,2016,120,专硕
中医,A类,总分,2017,295,专硕
中医,A类,单科=100分,2017,39,专硕
中医,A类,单科>100分,2017,117,专硕
中医,A类,总分,2018,300,专硕
中医,A类,单科=100分,2018,39,专硕
中医,A类,单科>100分,2018,117,专硕
中医,A类,总分,2019,305,专硕
中医,A类,单科=100分,2019,42,专硕
中医,A类,单科>100分,2019,126,专硕
中医,B类,总分,2016,285,专硕
中医,B类,单科=100分,2016,37,专硕
中医,B类,单科>100分,2016,111,专硕
中医,B类,总分,2017,285,专硕
中医,B类,单科=100分,2017,36,专硕
中医,B类,单科>100分,2017,108,专硕
中医,B类,总分,2018,290,专硕
中医,B类,单科=100分,2018,36,专硕
中医,B类,单科>100分,2018,108,专硕
中医,B类,总分,2019,295,专硕
中医,B类,单科=100分,2019,39,专硕
中医,B类,单科>100分,2019,117,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2010,165,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2010,47,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2010,94,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2011,165,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2011,45,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2011,90,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2012,150,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2012,41,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2012,82,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2013,155,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2013,41,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2013,82,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2014,160,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2014,41,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2014,82,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2015,160,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2015,40,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2015,80,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2016,165,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2016,39,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2016,78,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2017,170,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2017,42,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2017,84,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2018,165,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2018,42,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2018,84,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,总分,2019,170,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科=100分,2019,42,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,A类,单科>100分,2019,84,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2010,155,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2010,42,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2010,84,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2011,155,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2011,40,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2011,80,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2012,140,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2012,36,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2012,72,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2013,145,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2013,36,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2013,72,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2014,150,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2014,36,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2014,72,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2015,150,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2015,35,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2015,70,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2016,155,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2016,34,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2016,68,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2017,160,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2017,37,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2017,74,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2018,155,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2018,37,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2018,74,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,总分,2019,160,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科=100分,2019,37,专硕
工商管理、公共管理、会计、旅游管理、图书情报、工程管理,B类,单科>100分,2019,74,专硕
艺术,A类,总分,2010,305,专硕
艺术,A类,单科=100分,2010,32,专硕
艺术,A类,单科>100分,2010,48,专硕
艺术,A类,总分,2011,320,专硕
艺术,A类,单科=100分,2011,35,专硕
艺术,A类,单科>100分,2011,53,专硕
艺术,A类,总分,2012,315,专硕
艺术,A类,单科=100分,2012,34,专硕
艺术,A类,单科>100分,2012,51,专硕
艺术,A类,总分,2013,320,专硕
艺术,A类,单科=100分,2013,34,专硕
艺术,A类,单科>100分,2013,51,专硕
艺术,A类,总分,2014,325,专硕
艺术,A类,单科=100分,2014,34,专硕
艺术,A类,单科>100分,2014,51,专硕
艺术,A类,总分,2015,325,专硕
艺术,A类,单科=100分,2015,34,专硕
艺术,A类,单科>100分,2015,51,专硕
艺术,A类,总分,2016,335,专硕
艺术,A类,单科=100分,2016,34,专硕
艺术,A类,单科>100分,2016,51,专硕
艺术,A类,总分,2017,335,专硕
艺术,A类,单科=100分,2017,35,专硕
艺术,A类,单科>100分,2017,53,专硕
艺术,A类,总分,2018,335,专硕
艺术,A类,单科=100分,2018,36,专硕
艺术,A类,单科>100分,2018,54,专硕
艺术,A类,总分,2019,340,专硕
艺术,A类,单科=100分,2019,38,专硕
艺术,A类,单科>100分,2019,57,专硕
艺术,B类,总分,2010,295,专硕
艺术,B类,单科=100分,2010,31,专硕
艺术,B类,单科>100分,2010,47,专硕
艺术,B类,总分,2011,310,专硕
艺术,B类,单科=100分,2011,33,专硕
艺术,B类,单科>100分,2011,50,专硕
艺术,B类,总分,2012,305,专硕
艺术,B类,单科=100分,2012,31,专硕
艺术,B类,单科>100分,2012,47,专硕
艺术,B类,总分,2013,310,专硕
艺术,B类,单科=100分,2013,31,专硕
艺术,B类,单科>100分,2013,47,专硕
艺术,B类,总分,2014,315,专硕
艺术,B类,单科=100分,2014,31,专硕
艺术,B类,单科>100分,2014,47,专硕
艺术,B类,总分,2015,315,专硕
艺术,B类,单科=100分,2015,31,专硕
艺术,B类,单科>100分,2015,47,专硕
艺术,B类,总分,2016,325,专硕
艺术,B类,单科=100分,2016,31,专硕
艺术,B类,单科>100分,2016,47,专硕
艺术,B类,总分,2017,325,专硕
艺术,B类,单科=100分,2017,32,专硕
艺术,B类,单科>100分,2017,48,专硕
艺术,B类,总分,2018,325,专硕
艺术,B类,单科=100分,2018,33,专硕
艺术,B类,单科>100分,2018,50,专硕
艺术,B类,总分,2019,330,专硕
艺术,B类,单科=100分,2019,35,专硕
艺术,B类,单科>100分,2019,53,专硕
工程照顾专业,A类,总分,2010,260,专硕
工程照顾专业,A类,单科=100分,2010,36,专硕
工程照顾专业,A类,单科>100分,2010,54,专硕
工程照顾专业,A类,总分,2011,280,专硕
工程照顾专业,A类,单科=100分,2011,40,专硕
工程照顾专业,A类,单科>100分,2011,60,专硕
工程照顾专业,A类,总分,2012,275,专硕
工程照顾专业,A类,单科=100分,2012,37,专硕
工程照顾专业,A类,单科>100分,2012,56,专硕
工程照顾专业,A类,总分,2013,280,专硕
工程照顾专业,A类,单科=100分,2013,37,专硕
工程照顾专业,A类,单科>100分,2013,56,专硕
工程照顾专业,A类,总分,2014,275,专硕
工程照顾专业,A类,单科=100分,2014,37,专硕
工程照顾专业,A类,单科>100分,2014,56,专硕
工程照顾专业,A类,总分,2015,275,专硕
工程照顾专业,A类,单科=100分,2015,36,专硕
工程照顾专业,A类,单科>100分,2015,54,专硕
工程照顾专业,A类,总分,2016,265,专硕
工程照顾专业,A类,单科=100分,2016,34,专硕
工程照顾专业,A类,单科>100分,2016,51,专硕
工程照顾专业,A类,总分,2017,260,专硕
工程照顾专业,A类,单科=100分,2017,34,专硕
工程照顾专业,A类,单科>100分,2017,51,专硕
工程照顾专业,A类,总分,2018,255,专硕
工程照顾专业,A类,单科=100分,2018,34,专硕
工程照顾专业,A类,单科>100分,2018,51,专硕
工程照顾专业,A类,总分,2019,260,专硕
工程照顾专业,A类,单科=100分,2019,35,专硕
工程照顾专业,A类,单科>100分,2019,53,专硕
工程照顾专业,B类,总分,2010,250,专硕
工程照顾专业,B类,单科=100分,2010,33,专硕
工程照顾专业,B类,单科>100分,2010,50,专硕
工程照顾专业,B类,总分,2011,270,专硕
工程照顾专业,B类,单科=100分,2011,38,专硕
工程照顾专业,B类,单科>100分,2011,57,专硕
工程照顾专业,B类,总分,2012,265,专硕
工程照顾专业,B类,单科=100分,2012,34,专硕
工程照顾专业,B类,单科>100分,2012,51,专硕
工程照顾专业,B类,总分,2013,270,专硕
工程照顾专业,B类,单科=100分,2013,34,专硕
工程照顾专业,B类,单科>100分,2013,51,专硕
工程照顾专业,B类,总分,2014,265,专硕
工程照顾专业,B类,单科=100分,2014,34,专硕
工程照顾专业,B类,单科>100分,2014,51,专硕
工程照顾专业,B类,总分,2015,265,专硕
工程照顾专业,B类,单科=100分,2015,33,专硕
工程照顾专业,B类,单科>100分,2015,50,专硕
工程照顾专业,B类,总分,2016,255,专硕
工程照顾专业,B类,单科=100分,2016,31,专硕
工程照顾专业,B类,单科>100分,2016,47,专硕
工程照顾专业,B类,总分,2017,250,专硕
工程照顾专业,B类,单科=100分,2017,31,专硕
工程照顾专业,B类,单科>100分,2017,47,专硕
工程照顾专业,B类,总分,2018,245,专硕
工程照顾专业,B类,单科=100分,2018,31,专硕
工程照顾专业,B类,单科>100分,2018,47,专硕
工程照顾专业,B类,总分,2019,250,专硕
工程照顾专业,B类,单科=100分,2019,32,专硕
工程照顾专业,B类,单科>100分,2019,48,专硕
临床医学中医类照顾专业,A类,总分,2011,270,专硕
临床医学中医类照顾专业,A类,单科=100分,2011,35,专硕
临床医学中医类照顾专业,A类,单科>100分,2011,105,专硕
临床医学中医类照顾专业,A类,总分,2012,265,专硕
临床医学中医类照顾专业,A类,单科=100分,2012,34,专硕
临床医学中医类照顾专业,A类,单科>100分,2012,102,专硕
临床医学中医类照顾专业,A类,总分,2013,275,专硕
临床医学中医类照顾专业,A类,单科=100分,2013,36,专硕
临床医学中医类照顾专业,A类,单科>100分,2013,108,专硕
临床医学中医类照顾专业,A类,总分,2014,280,专硕
临床医学中医类照顾专业,A类,单科=100分,2014,37,专硕
临床医学中医类照顾专业,A类,单科>100分,2014,111,专硕
临床医学中医类照顾专业,A类,总分,2015,285,专硕
临床医学中医类照顾专业,A类,单科=100分,2015,38,专硕
临床医学中医类照顾专业,A类,单科>100分,2015,114,专硕
临床医学中医类照顾专业,A类,总分,2016,245,专硕
临床医学中医类照顾专业,A类,单科=100分,2016,30,专硕
临床医学中医类照顾专业,A类,单科>100分,2016,45,专硕
临床医学中医类照顾专业,B类,总分,2011,260,专硕
临床医学中医类照顾专业,B类,单科=100分,2011,33,专硕
临床医学中医类照顾专业,B类,单科>100分,2011,99,专硕
临床医学中医类照顾专业,B类,总分,2012,255,专硕
临床医学中医类照顾专业,B类,单科=100分,2012,31,专硕
临床医学中医类照顾专业,B类,单科>100分,2012,93,专硕
临床医学中医类照顾专业,B类,总分,2013,265,专硕
临床医学中医类照顾专业,B类,单科=100分,2013,33,专硕
临床医学中医类照顾专业,B类,单科>100分,2013,99,专硕
临床医学中医类照顾专业,B类,总分,2014,270,专硕
临床医学中医类照顾专业,B类,单科=100分,2014,34,专硕
临床医学中医类照顾专业,B类,单科>100分,2014,102,专硕
临床医学中医类照顾专业,B类,总分,2015,275,专硕
临床医学中医类照顾专业,B类,单科=100分,2015,35,专硕
临床医学中医类照顾专业,B类,单科>100分,2015,105,专硕
临床医学中医类照顾专业,B类,总分,2016,245,专硕
临床医学中医类照顾专业,B类,单科=100分,2016,30,专硕
临床医学中医类照顾专业,B类,单科>100分,2016,45,专硕
享受少数民族政策的考生,A类,总分,2010,240,专硕
享受少数民族政策的考生,A类,单科=100分,2010,30,专硕
享受少数民族政策的考生,A类,单科>100分,2010,45,专硕
享受少数民族政策的考生,A类,总分,2011,240,专硕
享受少数民族政策的考生,A类,单科=100分,2011,30,专硕
享受少数民族政策的考生,A类,单科>100分,2011,45,专硕
享受少数民族政策的考生,A类,总分,2012,240,专硕
享受少数民族政策的考生,A类,单科=100分,2012,30,专硕
享受少数民族政策的考生,A类,单科>100分,2012,45,专硕
享受少数民族政策的考生,A类,总分,2013,245,专硕
享受少数民族政策的考生,A类,单科=100分,2013,30,专硕
享受少数民族政策的考生,A类,单科>100分,2013,45,专硕
享受少数民族政策的考生,A类,总分,2014,245,专硕
享受少数民族政策的考生,A类,单科=100分,2014,30,专硕
享受少数民族政策的考生,A类,单科>100分,2014,45,专硕
享受少数民族政策的考生,A类,总分,2015,245,专硕
享受少数民族政策的考生,A类,单科=100分,2015,30,专硕
享受少数民族政策的考生,A类,单科>100分,2015,45,专硕
享受少数民族政策的考生,A类,总分,2016,265,专硕
享受少数民族政策的考生,A类,单科=100分,2016,34,专硕
享受少数民族政策的考生,A类,单科>100分,2016,51,专硕
享受少数民族政策的考生,A类,总分,2017,245,专硕
享受少数民族政策的考生,A类,单科=100分,2017,30,专硕
享受少数民族政策的考生,A类,单科>100分,2017,45,专硕
享受少数民族政策的考生,A类,总分,2018,245,专硕
享受少数民族政策的考生,A类,单科=100分,2018,30,专硕
享受少数民族政策的考生,A类,单科>100分,2018,45,专硕
享受少数民族政策的考生,A类,总分,2019,248,专硕
享受少数民族政策的考生,A类,单科=100分,2019,30,专硕
享受少数民族政策的考生,A类,单科>100分,2019,45,专硕
享受少数民族政策的考生,B类,总分,2010,240,专硕
享受少数民族政策的考生,B类,单科=100分,2010,30,专硕
享受少数民族政策的考生,B类,单科>100分,2010,45,专硕
享受少数民族政策的考生,B类,总分,2011,240,专硕
享受少数民族政策的考生,B类,单科=100分,2011,30,专硕
享受少数民族政策的考生,B类,单科>100分,2011,45,专硕
享受少数民族政策的考生,B类,总分,2012,240,专硕
享受少数民族政策的考生,B类,单科=100分,2012,30,专硕
享受少数民族政策的考生,B类,单科>100分,2012,45,专硕
享受少数民族政策的考生,B类,总分,2013,245,专硕
享受少数民族政策的考生,B类,单科=100分,2013,30,专硕
享受少数民族政策的考生,B类,单科>100分,2013,45,专硕
享受少数民族政策的考生,B类,总分,2014,245,专硕
享受少数民族政策的考生,B类,单科=100分,2014,30,专硕
享受少数民族政策的考生,B类,单科>100分,2014,45,专硕
享受少数民族政策的考生,B类,总分,2015,245,专硕
享受少数民族政策的考生,B类,单科=100分,2015,30,专硕
享受少数民族政策的考生,B类,单科>100分,2015,45,专硕
享受少数民族政策的考生,B类,总分,2016,245,专硕
享受少数民族政策的考生,B类,单科=100分,2016,30,专硕
享受少数民族政策的考生,B类,单科>100分,2016,45,专硕
享受少数民族政策的考生,B类,总分,2017,245,专硕
享受少数民族政策的考生,B类,单科=100分,2017,30,专硕
